Bowflex Selecttech Dumbbells,CAM49389 DCBHOMESUM16,,7/15/2016,7/11/2016,1,Catalog,Web
Treadclimber,CAM44497 dosg2esl1,7/21/2016,7/21/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM44497 dosg2esl1,,7/21/2016,7/18/2016,3,Online Search,Web
Bowflex Max Trainer,CAM44531 dosbiesl2,7/21/2016,7/21/2016,7/18/2016,2,Online Search,Web
Bowflex Max Trainer,CAM44539 SAWDOSG2EMOBILE2,,7/21/2016,7/18/2016,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44560 dosg2esl5,7/21/2016,7/21/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM44560 dosg2esl5,,7/21/2016,7/18/2016,2,Online Search,Web
Bowflex Max Trainer,CAM44626 1800BOWFLEX_BMT,7/21/2016,7/21/2016,7/18/2016,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44887 dofg2efeed1,7/21/2016,7/21/2016,7/18/2016,4,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,,7/21/2016,7/18/2016,22,Online Shopping,Web
Treadclimber,CAM44887 dofg2efeed1,,7/21/2016,7/18/2016,1,Online Shopping,Web
Bowflex Max Trainer,CAM44948 dofbiefeed1,7/21/2016,7/21/2016,7/18/2016,1,Online Shopping,Web
Bowflex Max Trainer,CAM45043 SAWDOFG2E,,7/21/2016,7/18/2016,1,Online Shopping,Call Center Internal
Treadclimber,CAM45043 SAWDOFG2E,,7/21/2016,7/18/2016,1,Online Shopping,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,7/21/2016,7/21/2016,7/18/2016,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,,7/21/2016,7/18/2016,1,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,,7/21/2016,7/18/2016,2,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45387 DSEESF14E,7/21/2016,7/21/2016,7/18/2016,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45388 DSEESF14F,7/21/2016,7/21/2016,7/18/2016,4,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45563 DPEEPRINT14D,7/21/2016,7/21/2016,7/18/2016,1,Electronic - Print,Web
Bowflex Max Trainer,CAM45729 DOSG2ESL6,,7/21/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM45732 DOSBIESL7,,7/21/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM45732 DOSBIESL7,,7/21/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,7/21/2016,7/21/2016,7/18/2016,7,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,,7/21/2016,7/18/2016,4,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45852 DOSG2TSL32,7/21/2016,7/21/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM45852 DOSG2TSL32,7/21/2016,7/21/2016,7/18/2016,14,Online Search,Web
Treadclimber,CAM45852 DOSG2TSL32,,7/21/2016,7/18/2016,1,Online Search,Web
Bowflex Home Gyms,CAM45910 DODADCEDL3,,7/21/2016,7/18/2016,1,Online Display,Web
Bowflex Max Trainer,CAM45910 DODADCEDL3,,7/21/2016,7/18/2016,1,Online Display,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,7/21/2016,7/21/2016,7/18/2016,3,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,,7/21/2016,7/18/2016,10,Online Search,Web
Bowflex Selecttech Dumbbells,CAM47150 DOSG2ESL9,,7/21/2016,7/18/2016,1,Online Search,Web
Bowflex Home Gyms,CAM47152 DOSBIESL8,,7/21/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM47152 DOSBIESL8,7/21/2016,7/21/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM47235 SAWDODCTOT,,7/21/2016,7/18/2016,1,Online Display,Call Center Internal
Treadclimber,CAM47239 SAWDODCTOE,,7/21/2016,7/18/2016,1,Online Display,Call Center Internal
Bowflex Max Trainer,CAM47251 DODCTOEDL2,7/21/2016,7/21/2016,7/18/2016,1,Online Display,Web
Bowflex Max Trainer,CAM47251 DODCTOEDL2,,7/21/2016,7/18/2016,14,Online Display,Web
Bowflex Selecttech Dumbbells,CAM47251 DODCTOEDL2,,7/21/2016,7/18/2016,1,Online Display,Web
Bowflex Max Trainer,CAM47254 DODCTOTDL1,,7/21/2016,7/18/2016,1,Online Display,Web
Treadclimber,CAM47254 DODCTOTDL1,,7/21/2016,7/18/2016,5,Online Display,Web
Bowflex Selecttech Dumbbells,CAM47266 DODCTODDL1,,7/21/2016,7/18/2016,3,Online Display,Web
Treadclimber,CAM47342 INSPN120ALOBYTIC,,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47554 DEGEBOWFLEXMX,7/21/2016,7/21/2016,7/18/2016,1,Electronic - UnSourced,Web
Treadclimber,CAM48073 QUBON120WMNS*TIC,7/21/2016,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48184 DOXFBTSCODE001,,7/21/2016,7/18/2016,3,Online Social,Web
Bowflex Max Trainer,CAM48185 DOXFBTSCODE002,,7/21/2016,7/18/2016,1,Online Social,Web
Bowflex Revolution,CAM48188 DOXFBTSCODE005,,7/21/2016,7/18/2016,1,Online Social,Web
Treadclimber,CAM48188 DOXFBTSCODE005,,7/21/2016,7/18/2016,1,Online Social,Web
Bowflex Max Trainer,CAM48203 DOXFBESCODE003,,7/21/2016,7/18/2016,1,Online Social,Web
Bowflex Selecttech Dumbbells,CAM48209 DOXFBDSCODE003,,7/21/2016,7/18/2016,1,Online Social,Web
Bowflex Home Gyms,CAM48212 SAWDOXFBGSCODE,7/21/2016,7/21/2016,7/18/2016,1,Online Social,Call Center Internal
Bowflex Home Gyms,CAM48212 SAWDOXFBGSCODE,,7/21/2016,7/18/2016,1,Online Social,Call Center Internal
Bowflex Max Trainer,CAM48212 SAWDOXFBGSCODE,,7/21/2016,7/18/2016,1,Online Social,Call Center Internal
Bowflex Max Trainer,CAM48218 DOXFBSCODE005,,7/21/2016,7/18/2016,1,Online Social,Web
Treadclimber,CAM48517 LMN*N60*HKINGTIC,7/21/2016,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48518 INSPN180HKINGTIC,7/21/2016,7/21/2016,7/18/2016,5,Short Form,Call Center Internal
Treadclimber,CAM48518 INSPN180HKINGTIC,,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48518 INSPN180HKINGTIC,7/21/2016,7/21/2016,7/18/2016,2,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48521 HMM*N180HKINGTIC,7/21/2016,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48657 ION*N60*HKINGTIC,7/21/2016,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48657 ION*N60*HKINGTIC,7/22/2016,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48722 MX4*P60*J14FSTIC,7/21/2016,7/21/2016,7/18/2016,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM48733 MX15P60*J14FSTIC,7/21/2016,7/21/2016,7/18/2016,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM48753 RELZN120J14FSTIC,7/21/2016,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48756 LAFFN120J14FSTIC,7/21/2016,7/21/2016,7/18/2016,6,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48756 LAFFN120J14FSTIC,7/21/2016,7/21/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48758 CMT*N120J14FSTIC,7/21/2016,7/21/2016,7/18/2016,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48760 ODORN120J14FSTIC,7/21/2016,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48771 PUREN180JACFSTIC,7/21/2016,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48771 PUREN180JACFSTIC,,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Selecttech Dumbbells,CAM48771 PUREN180JACFSTIC,,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48772 VEL*N180JACFSTIC,7/21/2016,7/21/2016,7/18/2016,4,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48791 IFC*N5MNHAMFSTIC,7/21/2016,7/21/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48801 HISTN60*J14FSTIC,7/21/2016,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48807 USA*N60*J14FSTIC,7/21/2016,7/21/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48876 DSEESF15A,7/21/2016,7/21/2016,7/18/2016,3,Electronic - Short Form,Web
Treadclimber,CAM48955 P0216WMNWRLDCSYFW,,7/21/2016,7/18/2016,1,Print,Call Center Internal
Bowflex Max Trainer,CAM48984 DOSG2ESL11,,7/21/2016,7/18/2016,2,Online Search,Web
Bowflex Max Trainer,CAM48985 DOSBIESL10,,7/21/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM48985 DOSBIESL10,,7/21/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM49225 CHLRN5MNHAMFSTIC,7/21/2016,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49225 CHLRN5MNHAMFSTIC,,7/21/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM49228 INSPN120BOO16TIC,7/21/2016,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49232 DCADN120BOO16TIC,7/21/2016,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49237 MOVSN120BOO16TIC,7/21/2016,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49295 DSEESF16A,,7/21/2016,7/18/2016,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM49297 DSEESF16C,7/21/2016,7/21/2016,7/18/2016,2,Electronic - Short Form,Web
Bowflex Max Trainer,CAM49315 MX40P60*J14FSTIC,7/21/2016,7/21/2016,7/18/2016,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM49336 SUNDN120HAM7*TIC,7/21/2016,7/21/2016,7/18/2016,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49339 SPKEN120HAM7*TIC,7/21/2016,7/21/2016,7/18/2016,7,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49341 IFC*N120HAM7*TIC,7/21/2016,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49341 IFC*N120HAM7*TIC,,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49344 RELZN120HAM7*TIC,7/21/2016,7/21/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM49345 JUSTN120HAM7*TIC,7/21/2016,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49345 JUSTN120HAM7*TIC,,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49345 JUSTN120HAM7*TIC,,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49346 GRITN120HAM7*TIC,7/21/2016,7/21/2016,7/18/2016,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49348 CMT*N120HAM7*TIC,7/21/2016,7/21/2016,7/18/2016,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49349 FOXNN120HAM7*TIC,7/21/2016,7/21/2016,7/18/2016,2,Short Form,Call Center Internal
Treadclimber,CAM49349 FOXNN120HAM7*TIC,,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49349 FOXNN120HAM7*TIC,7/21/2016,7/21/2016,7/18/2016,2,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM49355 DISMN60*HAM7*TIC,7/21/2016,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49356 DISNN60*HAM7*TIC,7/21/2016,7/21/2016,7/18/2016,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49356 DISNN60*HAM7*TIC,7/25/2016,7/21/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM49389 DCBHOMESUM16,,7/21/2016,7/18/2016,1,Catalog,Web
Treadclimber,CAM49402 HMM*N120BOO16TIC,7/21/2016,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49424 DOSG2T,,7/21/2016,7/18/2016,2,Online Search,Call Center Internal
Bowflex Max Trainer,CAM49468 AMC*N120HAM7*TIC,7/21/2016,7/21/2016,7/18/2016,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49468 AMC*N120HAM7*TIC,,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49468 AMC*N120HAM7*TIC,,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49471 AMC*N120J14FSTIC,7/21/2016,7/21/2016,7/18/2016,5,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49473 TVGDN120J14FSTIC,7/21/2016,7/21/2016,7/18/2016,2,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM49474 DRTFN60*HKINGTIC,7/21/2016,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49502 HMM*N120ABC16TIC,7/21/2016,7/21/2016,7/18/2016,2,Short Form,Call Center Internal
Treadclimber,CAM49504 INSPN120ABC16TIC,7/21/2016,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49506 BRNGN120ABC16TIC,7/21/2016,7/21/2016,7/18/2016,2,Short Form,Call Center Internal
Treadclimber,CAM49506 BRNGN120ABC16TIC,,7/21/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM49509 TESCN120ABC16TIC,7/21/2016,7/21/2016,7/18/2016,3,Short Form,Call Center Internal
Treadclimber,CAM49510 GET*N120ABC16TIC,7/21/2016,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49514 LMN*N60*ABC16TIC,7/21/2016,7/21/2016,7/18/2016,3,Short Form,Call Center Internal
Treadclimber,CAM49517 DRTFN60*ABC16TIC,7/21/2016,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49518 P0716ENTWKLYALEX,7/21/2016,7/21/2016,7/18/2016,1,Print,Call Center Internal
Bowflex Max Trainer,CAM49533 ACNNL60*HAM7*TIC,7/21/2016,7/21/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Catalog,CAM127 1800BOWFLEX_BFC,7/22/2016,7/22/2016,7/18/2016,1,Electronic - UnSourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM129 1800BOWFLEX_BST,,7/22/2016,7/18/2016,1,Electronic - UnSourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM16426 DSETDIR,,7/22/2016,7/18/2016,1,Electronic - Short Form,Web
Treadclimber,CAM16426 DSETDIR,7/22/2016,7/22/2016,7/18/2016,35,Electronic - Short Form,Web
Treadclimber,CAM16426 DSETDIR,,7/22/2016,7/18/2016,3,Electronic - Short Form,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,,7/22/2016,7/18/2016,2,Electronic - UnSourced,Call Center Internal
Bowflex Brand,CAM16616 DEGBFBHG,,7/22/2016,7/18/2016,16,Electronic - UnSourced,Web
Bowflex Catalog,CAM16616 DEGBFBHG,,7/22/2016,7/18/2016,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,7/22/2016,7/22/2016,7/18/2016,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,,7/22/2016,7/18/2016,35,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,7/22/2016,7/22/2016,7/18/2016,9,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,,7/22/2016,7/18/2016,44,Electronic - UnSourced,Web
Bowflex Revolution,CAM16616 DEGBFBHG,,7/22/2016,7/18/2016,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,,7/22/2016,7/18/2016,8,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,7/22/2016,7/22/2016,7/18/2016,8,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,,7/22/2016,7/18/2016,12,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM25756 DEGSAWBFG,,7/22/2016,7/18/2016,1,Electronic - UnSourced,Call Center Internal
Schwinn,CAM25756 DEGSAWBFG,,7/22/2016,7/18/2016,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM28157 SALESFOLLOWUP,,7/22/2016,7/18/2016,5,Un-Sourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM28157 SALESFOLLOWUP,,7/22/2016,7/18/2016,1,Un-Sourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM30750 dosg2dsl2,,7/22/2016,7/18/2016,2,Online Search,Web
Bowflex Home Gyms,CAM30755 dosg2gsl1,,7/22/2016,7/18/2016,1,Online Search,Web
Bowflex Home Gyms,CAM30766 dosg2gsl2,7/22/2016,7/22/2016,7/18/2016,1,Online Search,Web
Bowflex Home Gyms,CAM30796 SAWDOSG2G,7/22/2016,7/22/2016,7/18/2016,1,Online Search,Call Center Internal
Bowflex Home Gyms,CAM30796 SAWDOSG2G,,7/22/2016,7/18/2016,6,Online Search,Call Center Internal
Bowflex Max Trainer,CAM30796 SAWDOSG2G,,7/22/2016,7/18/2016,2,Online Search,Call Center Internal
Bowflex Revolution,CAM30796 SAWDOSG2G,,7/22/2016,7/18/2016,2,Online Search,Call Center Internal
Bowflex Brand,CAM31081 dosg2gl1,,7/22/2016,7/18/2016,12,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,7/22/2016,7/22/2016,7/18/2016,2,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,,7/22/2016,7/18/2016,21,Online Search,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,7/22/2016,7/22/2016,7/18/2016,2,Online Search,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,,7/22/2016,7/18/2016,17,Online Search,Web
Bowflex Revolution,CAM31081 dosg2gl1,,7/22/2016,7/18/2016,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31081 dosg2gl1,,7/22/2016,7/18/2016,3,Online Search,Web
Treadclimber,CAM31081 dosg2gl1,,7/22/2016,7/18/2016,5,Online Search,Web
Bowflex Selecttech Dumbbells,CAM32061 dofg2dfeed1,,7/22/2016,7/18/2016,3,Online Shopping,Web
Bowflex Home Gyms,CAM32062 dofg2gfeed1,,7/22/2016,7/18/2016,1,Online Shopping,Web
Treadclimber,CAM32123 dofg2tfeed1,,7/22/2016,7/18/2016,2,Online Shopping,Web
Bowflex Home Gyms,CAM36104 SAWSF11E,,7/22/2016,7/18/2016,1,Electronic - Short Form,Call Center Internal
Bowflex Revolution,CAM36104 SAWSF11E,,7/22/2016,7/18/2016,2,Electronic - Short Form,Call Center Internal
Treadclimber,CAM36104 SAWSF11E,,7/22/2016,7/18/2016,5,Electronic - Short Form,Call Center Internal
Treadclimber,CAM36194 dosg2tsl1,,7/22/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM36287 SAWSF11G,7/22/2016,7/22/2016,7/18/2016,1,Electronic - Short Form,Call Center Internal
Treadclimber,CAM36298 dsetsf11g,7/22/2016,7/22/2016,7/18/2016,16,Electronic - Short Form,Web
Treadclimber,CAM36298 dsetsf11g,,7/22/2016,7/18/2016,1,Electronic - Short Form,Web
Treadclimber,CAM36608 dsetsf12a,7/22/2016,7/22/2016,7/18/2016,20,Electronic - Short Form,Web
Treadclimber,CAM36608 dsetsf12a,,7/22/2016,7/18/2016,2,Electronic - Short Form,Web
Treadclimber,CAM36885 dosbitsl2,,7/22/2016,7/18/2016,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37428 dosg2dsl14,,7/22/2016,7/18/2016,1,Online Search,Web
Bowflex Catalog,CAM37429 dosg2dsl15,,7/22/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM37440 dosg2tsl21,,7/22/2016,7/18/2016,4,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,7/22/2016,7/22/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,,7/22/2016,7/18/2016,14,Online Search,Web
Bowflex Max Trainer,CAM37443 dosg2tsl24,,7/22/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM37443 dosg2tsl24,,7/22/2016,7/18/2016,2,Online Search,Web
Treadclimber,CAM37492 dosbitsl5,7/22/2016,7/22/2016,7/18/2016,2,Online Search,Web
Treadclimber,CAM37655 dosbitsl10,,7/22/2016,7/18/2016,3,Online Search,Web
Bowflex Max Trainer,CAM37661 icaosgctsl5,7/22/2016,7/22/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM38842 dosg2tsl27,7/22/2016,7/22/2016,7/18/2016,6,Online Search,Web
Treadclimber,CAM39391 dodrftdl4,7/22/2016,7/22/2016,7/18/2016,1,Online Display,Web
Bowflex Brand,CAM39441 dosbigl1,,7/22/2016,7/18/2016,1,Online Search,Web
Bowflex Home Gyms,CAM39441 dosbigl1,,7/22/2016,7/18/2016,5,Online Search,Web
Bowflex Max Trainer,CAM39441 dosbigl1,,7/22/2016,7/18/2016,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM39441 dosbigl1,,7/22/2016,7/18/2016,1,Online Search,Web
Bowflex Home Gyms,CAM40821 1800BOWFLEX,,7/22/2016,7/18/2016,3,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM40821 1800BOWFLEX,,7/22/2016,7/18/2016,2,Un-Sourced,Call Center Internal
Treadclimber,CAM40821 1800BOWFLEX,,7/22/2016,7/18/2016,2,Un-Sourced,Call Center Internal
Treadclimber,CAM43683 dosbitsl14,7/22/2016,7/22/2016,7/18/2016,4,Online Search,Web
Treadclimber,CAM44065 SAWDOSG2TMOBILE2,,7/22/2016,7/18/2016,1,Online Search,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM44170 dpeeprint13a,7/22/2016,7/22/2016,7/18/2016,1,Electronic - Print,Web
Bowflex Max Trainer,CAM44172 dseesf14a,7/22/2016,7/22/2016,7/18/2016,26,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44172 dseesf14a,,7/22/2016,7/18/2016,1,Electronic - Short Form,Web
Treadclimber,CAM44172 dseesf14a,,7/22/2016,7/18/2016,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44191 dseesf14d,7/22/2016,7/22/2016,7/18/2016,2,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44191 dseesf14d,,7/22/2016,7/18/2016,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44213 dseesf14b,7/22/2016,7/22/2016,7/18/2016,3,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44215 SAWDSEESF14A,,7/22/2016,7/18/2016,1,Electronic - Short Form,Call Center Internal
Schwinn,CAM44215 SAWDSEESF14A,,7/22/2016,7/18/2016,1,Electronic - Short Form,Call Center Internal
Bowflex Max Trainer,CAM44218 SAWDSEESF14D,7/22/2016,7/22/2016,7/18/2016,1,Electronic - Short Form,Call Center Internal
Bowflex Max Trainer,CAM44223 SAWDOSBIE,,7/22/2016,7/18/2016,2,Online Search,Call Center Internal
Treadclimber,CAM44223 SAWDOSBIE,,7/22/2016,7/18/2016,2,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44230 SAWDOSG2E,7/22/2016,7/22/2016,7/18/2016,2,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44230 SAWDOSG2E,,7/22/2016,7/18/2016,4,Online Search,Call Center Internal
Treadclimber,CAM44230 SAWDOSG2E,,7/22/2016,7/18/2016,3,Online Search,Call Center Internal
Treadclimber,CAM44236 SAWMAX,,7/22/2016,7/18/2016,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44429 dosbiesl1,,7/22/2016,7/18/2016,6,Online Search,Web
Bowflex Max Trainer,CAM44436 dosg2esl2,7/22/2016,7/22/2016,7/18/2016,11,Online Search,Web
Treadclimber,CAM44450 dofbitfeed2,,7/22/2016,7/18/2016,1,Online Shopping,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,7/22/2016,7/22/2016,7/18/2016,5,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,,7/22/2016,7/18/2016,31,Online Search,Web
Treadclimber,CAM44497 dosg2esl1,,7/22/2016,7/18/2016,6,Online Search,Web
Bowflex Max Trainer,CAM44531 dosbiesl2,7/22/2016,7/22/2016,7/18/2016,2,Online Search,Web
Bowflex Max Trainer,CAM44551 dosg2esl4,,7/22/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM44560 dosg2esl5,,7/22/2016,7/18/2016,5,Online Search,Web
Bowflex Max Trainer,CAM44565 dosbiesl5,,7/22/2016,7/18/2016,2,Online Search,Web
Bowflex Max Trainer,CAM44626 1800BOWFLEX_BMT,,7/22/2016,7/18/2016,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM44626 1800BOWFLEX_BMT,,7/22/2016,7/18/2016,3,Electronic - UnSourced,Call Center Internal
Bowflex Catalog,CAM44887 dofg2efeed1,,7/22/2016,7/18/2016,1,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,7/22/2016,7/22/2016,7/18/2016,3,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,,7/22/2016,7/18/2016,26,Online Shopping,Web
Treadclimber,CAM44887 dofg2efeed1,7/22/2016,7/22/2016,7/18/2016,1,Online Shopping,Web
Treadclimber,CAM44887 dofg2efeed1,,7/22/2016,7/18/2016,1,Online Shopping,Web
Bowflex Max Trainer,CAM44937 dofszefeed1,,7/22/2016,7/18/2016,1,Online Shopping,Web
Bowflex Max Trainer,CAM44948 dofbiefeed1,,7/22/2016,7/18/2016,2,Online Shopping,Web
Bowflex Max Trainer,CAM45043 SAWDOFG2E,,7/22/2016,7/18/2016,1,Online Shopping,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,,7/22/2016,7/18/2016,5,Un-Sourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM45327 1800MAXTRAINER,,7/22/2016,7/18/2016,2,Un-Sourced,Call Center Internal
Schwinn,CAM45327 1800MAXTRAINER,,7/22/2016,7/18/2016,1,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,,7/22/2016,7/18/2016,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45387 DSEESF14E,7/22/2016,7/22/2016,7/18/2016,5,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45387 DSEESF14E,,7/22/2016,7/18/2016,2,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45388 DSEESF14F,7/22/2016,7/22/2016,7/18/2016,1,Electronic - Short Form,Web
