Bowflex Max Trainer,CAM46526 DCBHOMEWIN15,,4/25/2015,4/20/2015,1,Catalog,Web
Bowflex Max Trainer,CAM47187 ESPNL60*HAMF*TIC,5/4/2015,5/4/2015,5/4/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47188 USA*L60*HAMF*TIC,5/5/2015,5/5/2015,5/4/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47189 AMC*L60*HAMF*TIC,5/4/2015,5/4/2015,5/4/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47190 DISCL60*HAMF*TIC,5/5/2015,5/5/2015,5/4/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47192 SUNDN120HAMBYTIC,5/4/2015,5/4/2015,5/4/2015,8,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47192 SUNDN120HAMBYTIC,5/5/2015,5/5/2015,5/4/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47192 SUNDN120HAMBYTIC,,5/4/2015,5/4/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47193 VEL*N120HAMBYTIC,5/5/2015,5/5/2015,5/4/2015,2,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47195 SPKEN120HAMBYTIC,5/5/2015,5/5/2015,5/4/2015,14,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47196 ESQ*N120HAMBYTIC,5/4/2015,5/4/2015,5/4/2015,6,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47197 IFC*N120HAMBYTIC,5/4/2015,5/4/2015,5/4/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47197 IFC*N120HAMBYTIC,5/5/2015,5/5/2015,5/4/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47197 IFC*N120HAMBYTIC,,5/5/2015,5/4/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47198 ION*N120HAMBYTIC,5/4/2015,5/4/2015,5/4/2015,4,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47198 ION*N120HAMBYTIC,5/5/2015,5/5/2015,5/4/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47199 VH1CN120HAMBYTIC,5/4/2015,5/4/2015,5/4/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47200 HERON120HAMBYTIC,5/4/2015,5/4/2015,5/4/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47200 HERON120HAMBYTIC,5/5/2015,5/5/2015,5/4/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47284 ODORN120HAMBYTIC,5/4/2015,5/4/2015,5/4/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47284 ODORN120HAMBYTIC,5/4/2015,5/4/2015,5/4/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47287 IDISN60*HAMF*TIC,5/4/2015,5/4/2015,5/4/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47293 ODORN60*HAMF*TIC,5/5/2015,5/5/2015,5/4/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47367 CHLRN180BFMAXTIC,5/4/2015,5/4/2015,5/4/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47368 FYI*N180HAMF*TIC,5/4/2015,5/4/2015,5/4/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47368 FYI*N180HAMF*TIC,5/5/2015,5/5/2015,5/4/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47369 FYI*N180BFMAXTIC,5/4/2015,5/4/2015,5/4/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47369 FYI*N180BFMAXTIC,5/5/2015,5/5/2015,5/4/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,5/4/2015,5/4/2015,5/4/2015,6,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,5/5/2015,5/5/2015,5/4/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47386 WNATN120HAMBYTIC,5/4/2015,5/4/2015,5/4/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47392 NBCSN120HAMBYTIC,5/4/2015,5/4/2015,5/4/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47526 AMC*N60*HAMF*TIC,5/5/2015,5/5/2015,5/4/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47526 AMC*N60*HAMF*TIC,5/5/2015,5/5/2015,5/4/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47527 AMC*N60*NOTSTTIC,,5/4/2015,5/4/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM28157 SALESFOLLOWUP,,5/5/2015,5/4/2015,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM40827 1800FRIENDS,,5/4/2015,5/4/2015,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,5/4/2015,5/4/2015,5/4/2015,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,,5/4/2015,5/4/2015,2,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,5/5/2015,5/5/2015,5/4/2015,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,,5/5/2015,5/4/2015,3,Un-Sourced,Call Center Internal
