FG Item,FG LifeCycle Status,FG Inactive,Warranty Item,FG Internal ID,Warranty Part LifeCycle Status,Warranty Part Inactive,Warranty Period,Warranty Part On Hand,Warranty Part On Order
100070 BFX Xtreme 2 SE,EOL - Use Up Stock,F,001-5161 ASSY  LEG EXT PIVOT TUBE XTM,8580,,F,2555,12,5
100070 BFX Xtreme 2 SE,EOL - Use Up Stock,F,001-5156 Assy  X2 Leg Ext Backbone,8580,In Production,F,2555,12,
100070 BFX Xtreme 2 SE,EOL - Use Up Stock,F,"90138 Washer, Black 3/8 USS Flat",8580,,F,2555,88,
100070 BFX Xtreme 2 SE,EOL - Use Up Stock,F,90189 Mult - Leg Ext Pivot Bushing,8580,In Production,F,2555,1137,
100070 BFX Xtreme 2 SE,EOL - Use Up Stock,F,"90196 Nut, 3/8-16 Nylock",8580,,F,2555,34,
100070 BFX Xtreme 2 SE,EOL - Use Up Stock,F,"95206 Tube, 3/4"" Chrome Roller",8580,In Production,F,2555,88,75
100070 BFX Xtreme 2 SE,EOL - Use Up Stock,F,001-7418 AB Assy  Bracket  Xtreme SE,8580,In Production,F,2555,19,22
100070 BFX Xtreme 2 SE,EOL - Use Up Stock,F,002-0936 XTREME SE AB BRKT TUBE ASSY,8580,In Production,F,2555,4,25
100070 BFX Xtreme 2 SE,EOL - Use Up Stock,F,000-8866 BRKT  AB CRUNCH,8580,In Production,F,2555,20,
100070 BFX Xtreme 2 SE,EOL - Use Up Stock,F,002-1039 Slider w o decal,8580,,F,2555,60,15
100070 BFX Xtreme 2 SE,EOL - Use Up Stock,F,001-7583 Pin Assembly Seat Bottom,8580,In Production,F,2555,60,
100070 BFX Xtreme 2 SE,EOL - Use Up Stock,F,001-7454 AB Crunch Strap Assy Xtreme SE,8580,In Production,F,2555,73,225
100070 BFX Xtreme 2 SE,EOL - Use Up Stock,F,"90218 Cap, 3/4 End",8580,In Production,F,2555,1724,
100070 BFX Xtreme 2 SE,EOL - Use Up Stock,F,10046 Rod Pack Holder,8580,In Production,F,2555,58,200
100070 BFX Xtreme 2 SE,EOL - Use Up Stock,F,80208 Power Rod End Cap  5#,8580,In Production,F,2555,46,
100070 BFX Xtreme 2 SE,EOL - Use Up Stock,F,80209 Power Rod End Cap 10#,8580,In Production,F,2555,76,
100070 BFX Xtreme 2 SE,EOL - Use Up Stock,F,80210 Power Rod End Cap 30#,8580,In Production,F,2555,410,
100070 BFX Xtreme 2 SE,EOL - Use Up Stock,F,80211 Power Rod End Cap 50#,8580,In Production,F,2555,1154,
100070 BFX Xtreme 2 SE,EOL - Use Up Stock,F,90228 Mult - #8x0.50 PHM Screw,8580,In Production,F,2555,4746,60
100070 BFX Xtreme 2 SE,EOL - Use Up Stock,F,95701 Rod  5# Tested W  S&C,8580,In Production,F,36500,1224,30
100070 BFX Xtreme 2 SE,EOL - Use Up Stock,F,95702 Rod 10# Tested w  S&C,8580,In Production,F,36500,910,1725
100070 BFX Xtreme 2 SE,EOL - Use Up Stock,F,95703 Rod  30# Tested w  S&C,8580,In Production,F,36500,1351,900
100070 BFX Xtreme 2 SE,EOL - Use Up Stock,F,95704 Rod  50#  Tested w  S&C,8580,In Production,F,36500,2824,1700
100070 BFX Xtreme 2 SE,EOL - Use Up Stock,F,001-8041 BFX Box 1  Generic 210#,8580,In Production,F,42,,3500
100070 BFX Xtreme 2 SE,EOL - Use Up Stock,F,004-0657 BFX Weight Loss Plan,8580,In Production,F,42,286,
100071 BFX 1090 Dumbbells & 21 Stand Kit,In Production,F,000-4979 BD1090 Dumbbell Handle Assy,8584,In Production,F,730,404,300
100071 BFX 1090 Dumbbells & 21 Stand Kit,In Production,F,000-5020 2.5lb Weight Plate Assy DB1090,8584,In Production,F,1825,256,
100071 BFX 1090 Dumbbells & 21 Stand Kit,In Production,F,000-5022 5LB Weight Plate Assy DB1090,8584,In Production,F,1825,319,
100071 BFX 1090 Dumbbells & 21 Stand Kit,In Production,F,000-5024 7.5LB Weight Plate Assy DB1090,8584,In Production,F,1825,287,
100071 BFX 1090 Dumbbells & 21 Stand Kit,In Production,F,000-5026 DB1090 10LB WEIGHT PLATE ASSY,8584,In Production,F,1825,264,24
100071 BFX 1090 Dumbbells & 21 Stand Kit,In Production,F,000-5028 15LB Weight Plate Assy DB1090,8584,In Production,F,1825,362,100
100071 BFX 1090 Dumbbells & 21 Stand Kit,In Production,F,000-5046 BD1090 Base Assy,8584,In Production,F,730,64,100
100071 BFX 1090 Dumbbells & 21 Stand Kit,In Production,F,001-4505 BD1090 Decal Set,8584,In Production,F,730,9,
100071 BFX 1090 Dumbbells & 21 Stand Kit,In Production,F,13009 B552 Base Assy,8584,In Production,F,10950,59,
100071 BFX 1090 Dumbbells & 21 Stand Kit,In Production,F,000-4318 Pegs  21S Foot (Set of 4),8584,In Production,F,10950,19,
100071 BFX 1090 Dumbbells & 21 Stand Kit,In Production,F,000-4319 Strap  Mult Hold Down (2F 2M),8584,In Production,F,10950,473,30
100071 BFX 1090 Dumbbells & 21 Stand Kit,In Production,F,000-4404 Wheels  21S Caster (Set of 4),8584,In Production,F,10950,496,
100071 BFX 1090 Dumbbells & 21 Stand Kit,In Production,F,000-3714 21S Hardware Pack,8584,,F,365,32,
100071 BFX 1090 Dumbbells & 21 Stand Kit,In Production,F,002-1123 BFX 1090 Manual Kit,8584,In Production,F,42,7,
100071 BFX 1090 Dumbbells & 21 Stand Kit,In Production,F,13010 Mult Decal Pack,8584,,F,365,49,
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,13009 B552 Base Assy,8585,In Production,F,10950,59,
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,000-4318 Pegs  21S Foot (Set of 4),8585,In Production,F,10950,19,
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,000-4319 Strap  Mult Hold Down (2F 2M),8585,In Production,F,10950,473,30
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,000-4404 Wheels  21S Caster (Set of 4),8585,In Production,F,10950,496,
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,12914 51B Bench Frame,8585,In Production,F,10950,8,10
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,000-2499 U2 16mm Tube End Cap,8585,In Production,F,365,476,
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,001-8133 Bumper  Rubber,8585,,F,365,23,
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,12956 PIN ASSY  BALL DETENT W  SCRW,8585,,F,365,10,
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,"12357 Cap, 3""x1-3/4"" Tube End",8585,In Production,F,365,29,25
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,000-6191 Weldment  Seat Support,8585,,F,10950,70,
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,12963 5.1B Bronze Main Pivot Bushing,8585,,F,365,6,
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,12972 51B Seat Adjustment Piece,8585,,F,365,9,
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,12962 CAP  END 40 X 20mm,8585,In Production,F,365,9,25
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,12942 51B Back Adjustment Assy,8585,,F,365,18,
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,12966 Back Adjust Bronze Bushing,8585,EOL - Use Up Stock,F,365,,
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,12980 SLEEVE  BACK ADJUSTMENT,8585,,F,365,65,
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,"12949 Shaft, 51B 2 3/4"" Seat Handle",8585,,F,365,13,
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,12950 51B Seat Handle Knob,8585,,F,365,6,
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,12934 51B Rear Stabilizer,8585,In Production,F,365,17,
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,12935 Mult Foot Peg,8585,,F,365,63,
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,000-4401 Decal  BFX Polydome,8585,,F,365,42,
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,10813 Mult 2x3 Foot w Screw,8585,In Production,F,365,55,
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,12936 51B Front Stabilizer,8585,In Production,F,10950,8,
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,12943 LEG HLD DOWN ASSY  SLTTECH BNC,8585,,F,365,42,
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,10083 Cap  End 1-3 4x 2,8585,In Production,F,365,1074,
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,"95206 Tube, 3/4"" Chrome Roller",8585,In Production,F,365,88,75
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,"50304 ROLLER FOAM  L=175MM 7""",8585,In Production,F,365,294,300
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,001-8144 Seat  Bottom 5.1 ST Bench,8585,,F,365,148,15
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,001-8091 Pad  Back 5.1 Selecttech Bench,8585,,F,365,106,5
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,001-8092 Pad  Head 5.1 Selecttech Bench,8585,,F,365,43,
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,"90218 Cap, 3/4 End",8585,In Production,F,365,1724,
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,001-8149 Hardware  Selecttech Bench,8585,,F,365,92,35
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,12938 WHEEL 5.1 BENCH W HRDWRE,8585,,F,365,11,5
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,000-6189 MANUAL  ASSY 5.1 SLTTECH BNCH,8585,,F,42,22,
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,000-3714 21S Hardware Pack,8585,,F,365,32,
100072 BFX 5.1 Bench & 2.1 Stand Kit,In Production,F,13010 Mult Decal Pack,8585,,F,365,49,
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,000-4979 BD1090 Dumbbell Handle Assy,8586,In Production,F,730,404,300
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,000-5020 2.5lb Weight Plate Assy DB1090,8586,In Production,F,1825,256,
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,000-5022 5LB Weight Plate Assy DB1090,8586,In Production,F,1825,319,
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,000-5024 7.5LB Weight Plate Assy DB1090,8586,In Production,F,1825,287,
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,000-5026 DB1090 10LB WEIGHT PLATE ASSY,8586,In Production,F,1825,264,24
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,000-5028 15LB Weight Plate Assy DB1090,8586,In Production,F,1825,362,100
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,000-5046 BD1090 Base Assy,8586,In Production,F,730,64,100
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,001-4505 BD1090 Decal Set,8586,In Production,F,730,9,
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,12914 51B Bench Frame,8586,In Production,F,10950,8,10
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,000-2499 U2 16mm Tube End Cap,8586,In Production,F,365,476,
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,001-8133 Bumper  Rubber,8586,,F,365,23,
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,12956 PIN ASSY  BALL DETENT W  SCRW,8586,,F,365,10,
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,"12357 Cap, 3""x1-3/4"" Tube End",8586,In Production,F,365,29,25
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,000-6191 Weldment  Seat Support,8586,,F,10950,70,
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,12963 5.1B Bronze Main Pivot Bushing,8586,,F,365,6,
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,12972 51B Seat Adjustment Piece,8586,,F,365,9,
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,12962 CAP  END 40 X 20mm,8586,In Production,F,365,9,25
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,12942 51B Back Adjustment Assy,8586,,F,365,18,
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,12966 Back Adjust Bronze Bushing,8586,EOL - Use Up Stock,F,365,,
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,12980 SLEEVE  BACK ADJUSTMENT,8586,,F,365,65,
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,"12949 Shaft, 51B 2 3/4"" Seat Handle",8586,,F,365,13,
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,12950 51B Seat Handle Knob,8586,,F,365,6,
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,12934 51B Rear Stabilizer,8586,In Production,F,365,17,
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,12935 Mult Foot Peg,8586,,F,365,63,
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,000-4401 Decal  BFX Polydome,8586,,F,365,42,
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,10813 Mult 2x3 Foot w Screw,8586,In Production,F,365,55,
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,12936 51B Front Stabilizer,8586,In Production,F,10950,8,
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,12943 LEG HLD DOWN ASSY  SLTTECH BNC,8586,,F,365,42,
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,10083 Cap  End 1-3 4x 2,8586,In Production,F,365,1074,
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,"95206 Tube, 3/4"" Chrome Roller",8586,In Production,F,365,88,75
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,"50304 ROLLER FOAM  L=175MM 7""",8586,In Production,F,365,294,300
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,001-8144 Seat  Bottom 5.1 ST Bench,8586,,F,365,148,15
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,001-8091 Pad  Back 5.1 Selecttech Bench,8586,,F,365,106,5
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,001-8092 Pad  Head 5.1 Selecttech Bench,8586,,F,365,43,
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,"90218 Cap, 3/4 End",8586,In Production,F,365,1724,
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,001-8149 Hardware  Selecttech Bench,8586,,F,365,92,35
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,12938 WHEEL 5.1 BENCH W HRDWRE,8586,,F,365,11,5
100073 BFX 5.1 Bench & 1090 DB Kit,In Production,F,000-6189 MANUAL  ASSY 5.1 SLTTECH BNCH,8586,,F,42,22,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,000-4979 BD1090 Dumbbell Handle Assy,8587,In Production,F,730,404,300
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,000-5020 2.5lb Weight Plate Assy DB1090,8587,In Production,F,1825,256,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,000-5022 5LB Weight Plate Assy DB1090,8587,In Production,F,1825,319,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,000-5024 7.5LB Weight Plate Assy DB1090,8587,In Production,F,1825,287,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,000-5026 DB1090 10LB WEIGHT PLATE ASSY,8587,In Production,F,1825,264,24
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,000-5028 15LB Weight Plate Assy DB1090,8587,In Production,F,1825,362,100
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,000-5046 BD1090 Base Assy,8587,In Production,F,730,64,100
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,001-4505 BD1090 Decal Set,8587,In Production,F,730,9,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,13009 B552 Base Assy,8587,In Production,F,10950,59,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,000-4318 Pegs  21S Foot (Set of 4),8587,In Production,F,10950,19,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,000-4319 Strap  Mult Hold Down (2F 2M),8587,In Production,F,10950,473,30
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,000-4404 Wheels  21S Caster (Set of 4),8587,In Production,F,10950,496,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,12914 51B Bench Frame,8587,In Production,F,10950,8,10
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,000-2499 U2 16mm Tube End Cap,8587,In Production,F,365,476,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,001-8133 Bumper  Rubber,8587,,F,365,23,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,12956 PIN ASSY  BALL DETENT W  SCRW,8587,,F,365,10,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,"12357 Cap, 3""x1-3/4"" Tube End",8587,In Production,F,365,29,25
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,000-6191 Weldment  Seat Support,8587,,F,10950,70,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,12963 5.1B Bronze Main Pivot Bushing,8587,,F,365,6,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,12972 51B Seat Adjustment Piece,8587,,F,365,9,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,12962 CAP  END 40 X 20mm,8587,In Production,F,365,9,25
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,12942 51B Back Adjustment Assy,8587,,F,365,18,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,12966 Back Adjust Bronze Bushing,8587,EOL - Use Up Stock,F,365,,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,12980 SLEEVE  BACK ADJUSTMENT,8587,,F,365,65,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,"12949 Shaft, 51B 2 3/4"" Seat Handle",8587,,F,365,13,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,12950 51B Seat Handle Knob,8587,,F,365,6,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,12934 51B Rear Stabilizer,8587,In Production,F,365,17,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,12935 Mult Foot Peg,8587,,F,365,63,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,000-4401 Decal  BFX Polydome,8587,,F,365,42,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,10813 Mult 2x3 Foot w Screw,8587,In Production,F,365,55,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,12936 51B Front Stabilizer,8587,In Production,F,10950,8,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,12943 LEG HLD DOWN ASSY  SLTTECH BNC,8587,,F,365,42,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,10083 Cap  End 1-3 4x 2,8587,In Production,F,365,1074,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,"95206 Tube, 3/4"" Chrome Roller",8587,In Production,F,365,88,75
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,"50304 ROLLER FOAM  L=175MM 7""",8587,In Production,F,365,294,300
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,001-8144 Seat  Bottom 5.1 ST Bench,8587,,F,365,148,15
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,001-8091 Pad  Back 5.1 Selecttech Bench,8587,,F,365,106,5
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,001-8092 Pad  Head 5.1 Selecttech Bench,8587,,F,365,43,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,"90218 Cap, 3/4 End",8587,In Production,F,365,1724,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,001-8149 Hardware  Selecttech Bench,8587,,F,365,92,35
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,12938 WHEEL 5.1 BENCH W HRDWRE,8587,,F,365,11,5
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,000-6189 MANUAL  ASSY 5.1 SLTTECH BNCH,8587,,F,42,22,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,000-3714 21S Hardware Pack,8587,,F,365,32,
100074 BFX 5.1 Bench 1090 DB  2.1 Stand,In Production,F,13010 Mult Decal Pack,8587,,F,365,49,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,000-4979 BD1090 Dumbbell Handle Assy,8588,In Production,F,730,404,300
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,000-5020 2.5lb Weight Plate Assy DB1090,8588,In Production,F,1825,256,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,000-5022 5LB Weight Plate Assy DB1090,8588,In Production,F,1825,319,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,000-5024 7.5LB Weight Plate Assy DB1090,8588,In Production,F,1825,287,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,000-5026 DB1090 10LB WEIGHT PLATE ASSY,8588,In Production,F,1825,264,24
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,000-5028 15LB Weight Plate Assy DB1090,8588,In Production,F,1825,362,100
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,000-5046 BD1090 Base Assy,8588,In Production,F,730,64,100
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,001-4505 BD1090 Decal Set,8588,In Production,F,730,9,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,13009 B552 Base Assy,8588,In Production,F,10950,59,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,000-4318 Pegs  21S Foot (Set of 4),8588,In Production,F,10950,19,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,000-4319 Strap  Mult Hold Down (2F 2M),8588,In Production,F,10950,473,30
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,000-4404 Wheels  21S Caster (Set of 4),8588,In Production,F,10950,496,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,12914 51B Bench Frame,8588,In Production,F,10950,8,10
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,000-2499 U2 16mm Tube End Cap,8588,In Production,F,365,476,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,001-8133 Bumper  Rubber,8588,,F,365,23,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,12956 PIN ASSY  BALL DETENT W  SCRW,8588,,F,365,10,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,"12357 Cap, 3""x1-3/4"" Tube End",8588,In Production,F,365,29,25
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,000-6191 Weldment  Seat Support,8588,,F,10950,70,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,12963 5.1B Bronze Main Pivot Bushing,8588,,F,365,6,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,12972 51B Seat Adjustment Piece,8588,,F,365,9,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,12962 CAP  END 40 X 20mm,8588,In Production,F,365,9,25
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,12942 51B Back Adjustment Assy,8588,,F,365,18,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,12966 Back Adjust Bronze Bushing,8588,EOL - Use Up Stock,F,365,,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,12980 SLEEVE  BACK ADJUSTMENT,8588,,F,365,65,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,"12949 Shaft, 51B 2 3/4"" Seat Handle",8588,,F,365,13,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,12950 51B Seat Handle Knob,8588,,F,365,6,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,12934 51B Rear Stabilizer,8588,In Production,F,365,17,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,12935 Mult Foot Peg,8588,,F,365,63,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,000-4401 Decal  BFX Polydome,8588,,F,365,42,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,10813 Mult 2x3 Foot w Screw,8588,In Production,F,365,55,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,12936 51B Front Stabilizer,8588,In Production,F,10950,8,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,12943 LEG HLD DOWN ASSY  SLTTECH BNC,8588,,F,365,42,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,10083 Cap  End 1-3 4x 2,8588,In Production,F,365,1074,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,"95206 Tube, 3/4"" Chrome Roller",8588,In Production,F,365,88,75
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,"50304 ROLLER FOAM  L=175MM 7""",8588,In Production,F,365,294,300
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,001-8144 Seat  Bottom 5.1 ST Bench,8588,,F,365,148,15
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,001-8091 Pad  Back 5.1 Selecttech Bench,8588,,F,365,106,5
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,001-8092 Pad  Head 5.1 Selecttech Bench,8588,,F,365,43,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,"90218 Cap, 3/4 End",8588,In Production,F,365,1724,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,001-8149 Hardware  Selecttech Bench,8588,,F,365,92,35
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,12938 WHEEL 5.1 BENCH W HRDWRE,8588,,F,365,11,5
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,000-6189 MANUAL  ASSY 5.1 SLTTECH BNCH,8588,,F,42,22,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,000-3714 21S Hardware Pack,8588,,F,365,32,
"100075 BFX 1090DB, 2.1Stnd,5.1 Bench Mat",In Production,F,13010 Mult Decal Pack,8588,,F,365,49,
