Treadclimber,CAM29865 SAWADHERETC,TouchPoint Integrated Communications,,9/28/2017,9/25/2017,74743354,Online,Call Center Internal
Results Treadmill,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,9/30/2017,9/25/2017,74833437,Online Search,Web
Bowflex Max Trainer,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,9/30/2017,9/30/2017,9/25/2017,74833535,Online Display,Web
Bowflex Brand,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,9/30/2017,9/25/2017,74833536,Online Search,Web
Bowflex Brand,CAM39441 dosbigl1,TouchPoint Integrated Communications,,9/30/2017,9/25/2017,74833635,Online Search,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,9/30/2017,9/25/2017,74833636,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,9/30/2017,9/25/2017,74833735,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,9/30/2017,9/25/2017,74834135,Online Search,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,9/30/2017,9/25/2017,74834136,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,9/30/2017,9/25/2017,74834137,Online Search,Web
Treadclimber,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,9/30/2017,9/25/2017,74834235,Online Search,Web
Bowflex Max Trainer,CAM49996 DODAOLEDL1,TouchPoint Integrated Communications,,9/30/2017,9/25/2017,74834236,Online Display,Web
Treadclimber,CAM37440 dosg2tsl21,TouchPoint Integrated Communications,,9/30/2017,9/25/2017,74834335,Online Search,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,9/30/2017,9/25/2017,74834435,Online Shopping,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,9/30/2017,9/25/2017,74834436,Online Search,Web
Bowflex Brand,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,9/30/2017,9/25/2017,74834535,Online Search,Web
Bowflex Catalog,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,9/30/2017,9/30/2017,9/25/2017,74834735,Online Display,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,10/1/2017,9/25/2017,74834736,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,10/1/2017,9/25/2017,74834835,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74834935,Online Search,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74835035,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM37148 dosg2dsl12,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74835135,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74835235,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74835335,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74835435,Online Search,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74835436,Online Search,Web
Bowflex HVT,CAM39441 dosbigl1,TouchPoint Integrated Communications,10/1/2017,10/1/2017,9/25/2017,74835535,Online Search,Web
Bowflex Home Gyms,CAM39441 dosbigl1,TouchPoint Integrated Communications,10/1/2017,10/1/2017,9/25/2017,74835635,Online Search,Web
Bowflex Catalog,CAM45898 DOXFBERESPONSE,Internal,10/1/2017,10/1/2017,9/25/2017,74835636,Online Social,Web
Treadclimber,CAM37655 dosbitsl10,TouchPoint Integrated Communications,10/25/2017,10/1/2017,9/25/2017,74835835,Online Search,Web
Treadclimber,CAM50256 DODG2EDL1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74835935,Online Display,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74836235,Online Shopping,Web
Results Treadmill,CAM50816 DOFG2BXTFEED1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74836335,Online Shopping,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74836435,Online Search,Web
Bowflex Catalog,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,10/1/2017,10/1/2017,9/25/2017,74836436,Online Display,Web
Bowflex HVT,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74836535,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74836536,Online Search,Web
Bowflex Catalog,CAM16616 DEGBFBHG,Internal,10/1/2017,10/1/2017,9/25/2017,74836635,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74836835,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,10/19/2017,10/1/2017,9/25/2017,74836935,Online Search,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74836936,Online Shopping,Web
Bowflex Max Trainer,CAM50256 DODG2EDL1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74837035,Online Display,Web
Bowflex Max Trainer,CAM44551 dosg2esl4,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74837135,Online Search,Web
Bowflex Max Trainer,CAM44429 dosbiesl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74837235,Online Search,Web
Bowflex HVT,CAM16616 DEGBFBHG,Internal,,10/1/2017,9/25/2017,74837335,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM52185 FOXNN60*M450STIC,TouchPoint Integrated Communications,10/1/2017,10/1/2017,9/25/2017,74837435,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74837735,Online Search,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74837835,Online Shopping,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,10/12/2017,10/1/2017,9/25/2017,74837935,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74838035,Online Search,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,10/1/2017,9/25/2017,74838036,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,11/4/2017,10/1/2017,9/25/2017,74838135,Online Display,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74838235,Online Search,Web
Bowflex Max Trainer,CAM52193 LAFFN60*M450STIC,TouchPoint Integrated Communications,10/1/2017,10/1/2017,9/25/2017,74838435,Short Form,Call Center Internal
Results Treadmill,CAM50818 DOSG2BXTSL1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74838536,Online Search,Call Center Internal
Treadclimber,CAM37440 dosg2tsl21,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74838537,Online Search,Web
Bowflex Max Trainer,CAM50255 SAWDODG2E,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74838637,Online Display,Third Party Call Center - Evolve
Treadclimber,CAM32123 dofg2tfeed1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74838737,Online Shopping,Web
Bowflex Home Gyms,CAM30796 SAWDOSG2G,Internal,10/1/2017,10/1/2017,9/25/2017,74839039,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74839040,Online Shopping,Web
Bowflex Max Trainer,CAM52185 FOXNN60*M450STIC,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74839140,Short Form,Call Center Internal
Bowflex Max Trainer,CAM52193 LAFFN60*M450STIC,TouchPoint Integrated Communications,10/1/2017,10/1/2017,9/25/2017,74839141,Short Form,Call Center Internal
Bowflex Max Trainer,CAM30796 SAWDOSG2G,Internal,,10/1/2017,9/25/2017,74839142,Online Search,Call Center Internal
Bowflex Catalog,CAM16616 DEGBFBHG,Internal,10/1/2017,10/1/2017,9/25/2017,74839143,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74839144,Online Search,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74839145,Electronic - Short Form,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,10/1/2017,10/1/2017,9/25/2017,74839243,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74839244,Online Search,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,10/1/2017,9/25/2017,74839245,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,10/1/2017,9/25/2017,74839246,Electronic - UnSourced,Web
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,10/1/2017,9/25/2017,74839247,Electronic - UnSourced,Web
Bowflex Catalog,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,10/1/2017,10/1/2017,9/25/2017,74839343,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37148 dosg2dsl12,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74839344,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74839345,Online Search,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74839443,Online Search,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74839444,Online Search,Web
Bowflex Max Trainer,CAM45898 DOXFBERESPONSE,Internal,,10/1/2017,9/25/2017,74839744,Online Social,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74839745,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74839844,Online Shopping,Web
Treadclimber,CAM32123 dofg2tfeed1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74839943,Online Shopping,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,10/1/2017,9/25/2017,74840146,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM32061 dofg2dfeed1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74840147,Online Shopping,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74840148,Electronic - Short Form,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,10/1/2017,9/25/2017,74840246,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,Internal,,10/1/2017,9/25/2017,74840247,Electronic - UnSourced,Web
Bowflex Brand,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74840248,Online Search,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,10/1/2017,9/25/2017,74840250,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM37148 dosg2dsl12,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74840347,Online Search,Web
Bowflex Max Trainer,CAM52193 LAFFN60*M450STIC,TouchPoint Integrated Communications,10/1/2017,10/1/2017,9/25/2017,74840446,Short Form,Call Center Internal
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,10/1/2017,9/25/2017,74840447,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,10/1/2017,9/25/2017,74840547,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74840548,Online Shopping,Web
Bowflex Max Trainer,CAM52186 GRITN60*M450STIC,TouchPoint Integrated Communications,10/1/2017,10/1/2017,9/25/2017,74840647,Short Form,Call Center Internal
Bowflex Max Trainer,CAM45798 DSEESF14H,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74840648,Electronic - Short Form,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74840849,Online Search,Web
Treadclimber,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74840850,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74840851,Online Search,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74840949,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74840950,Online Search,Web
Bowflex Home Gyms,CAM39441 dosbigl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74840951,Online Search,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,10/1/2017,9/25/2017,74840952,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,10/1/2017,9/25/2017,74840953,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM52193 LAFFN60*M450STIC,TouchPoint Integrated Communications,10/1/2017,10/1/2017,9/25/2017,74841149,Short Form,Call Center Internal
Treadclimber,CAM48070 SPKEN120WMNS*TIC,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74841150,Short Form,Call Center Internal
Treadclimber,CAM16616 DEGBFBHG,Internal,,10/1/2017,9/25/2017,74841151,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,10/1/2017,9/25/2017,74841152,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,10/1/2017,9/25/2017,74841153,Electronic - UnSourced,Web
Treadclimber,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74841251,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74841252,Online Search,Web
Results Treadmill,CAM16616 DEGBFBHG,Internal,,10/1/2017,9/25/2017,74841254,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74841255,Online Search,Web
Bowflex Max Trainer,CAM52146 OXGNN60*M450STIC,TouchPoint Integrated Communications,10/1/2017,10/1/2017,9/25/2017,74841351,Short Form,Call Center Internal
Bowflex Max Trainer,CAM52188 IFC*N60*M450STIC,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74841354,Short Form,Call Center Internal
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74841355,Online Search,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,10/1/2017,9/25/2017,74841356,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM32061 dofg2dfeed1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74841455,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74841555,Online Shopping,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,10/1/2017,10/1/2017,9/25/2017,74841556,Online Search,Web
Bowflex Max Trainer,CAM44223 SAWDOSBIE,TouchPoint Integrated Communications,10/1/2017,10/1/2017,9/25/2017,74841655,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44551 dosg2esl4,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74841656,Online Search,Web
Bowflex Max Trainer,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74841759,Online Search,Web
Results Elliptical,CAM44223 SAWDOSBIE,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74841858,Online Search,Call Center Internal
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,10/1/2017,9/25/2017,74841860,Electronic - UnSourced,Web
Bowflex HVT,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74841960,Online Search,Web
Results Treadmill,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74841961,Online Search,Web
Bowflex HVT,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74841962,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74841963,Online Search,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74842059,Online Shopping,Web
Bowflex Home Gyms,CAM30755 dosg2gsl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74842060,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74842159,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74842259,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37148 dosg2dsl12,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74842260,Online Search,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74842261,Online Shopping,Web
Bowflex Revolution,CAM16616 DEGBFBHG,Internal,,10/1/2017,9/25/2017,74842262,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44551 dosg2esl4,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74842263,Online Search,Web
Bowflex Max Trainer,CAM44223 SAWDOSBIE,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74842359,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44223 SAWDOSBIE,TouchPoint Integrated Communications,10/20/2017,10/1/2017,9/25/2017,74842360,Online Search,Call Center Internal
Bowflex Home Gyms,CAM40821 1800BOWFLEX,Internal,,10/1/2017,9/25/2017,74842361,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM44223 SAWDOSBIE,TouchPoint Integrated Communications,10/1/2017,10/1/2017,9/25/2017,74842362,Online Search,Call Center Internal
Bowflex Max Trainer,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74842564,Online Search,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74842565,Online Search,Web
Treadclimber,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74842566,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74842567,Online Search,Web
Bowflex Selecttech Dumbbells,CAM40821 1800BOWFLEX,Internal,,10/1/2017,9/25/2017,74842664,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM47152 DOSBIESL8,TouchPoint Integrated Communications,11/6/2017,10/1/2017,9/25/2017,74842666,Online Search,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,10/1/2017,9/25/2017,74842667,Electronic - UnSourced,Web
Treadclimber,CAM45897 DOXFBTRESPONSE,Internal,,10/1/2017,9/25/2017,74842767,Online Social,Web
Bowflex Max Trainer,CAM52185 FOXNN60*M450STIC,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74842867,Short Form,Call Center Internal
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,10/1/2017,9/25/2017,74842868,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,10/1/2017,9/25/2017,74842968,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74842969,Online Search,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,Internal,,10/1/2017,9/25/2017,74843068,Electronic - UnSourced,Web
Treadclimber,CAM37440 dosg2tsl21,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74843069,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37428 dosg2dsl14,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74843070,Online Search,Web
Treadclimber,CAM44551 dosg2esl4,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74843071,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74843073,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37428 dosg2dsl14,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74843074,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74843075,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74843076,Online Search,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74843077,Electronic - Short Form,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,10/1/2017,9/25/2017,74843169,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM50818 DOSG2BXTSL1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74843268,Online Search,Call Center Internal
Bowflex Selecttech Dumbbells,CAM50818 DOSG2BXTSL1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74843269,Online Search,Call Center Internal
Results Treadmill,CAM127 1800BOWFLEX_BFC,Internal,,10/1/2017,9/25/2017,74843270,Electronic - UnSourced,Call Center Internal
Bowflex Catalog,CAM127 1800BOWFLEX_BFC,Internal,,10/1/2017,9/25/2017,74843271,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74843273,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74843372,Online Search,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,10/1/2017,9/25/2017,74843373,Online Shopping,Web
