SO-71382273|1|44.99||4.99|-4.99|44.99|44.99|Call Center|005-0022|Gaiam?s Calorie Coach from Ore|Other : Catalog Sourced
SO-71384355|1|1599.00||150.00|-150.00|1499.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384355||.00|-100.00|.00|.00|.00|-100.00|Call Center|Sales Discount||
SO-71384358|1|999.00||100.00|.00|1099.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71384361|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384361||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384360|1|1599.00||150.00|-150.00|1598.99|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384360||.00|-.01|.00|.00|.00|-.01|Web|Sales Discount||
SO-71384360|1|99.00||9.99|-9.99|99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384363|1|2199.00||199.99|-199.99|1899.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384363||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71384363|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384363||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71384366|1|999.00||100.00|.00|1098.99|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71384366||.00|-.01|.00|.00|.00|-.01|Web|Sales Discount||
SO-71384366|1|159.00||.00|.00|159.00|159.00|Web|IHA-100358|MAX TRAINER M3 Assembly|Other : Service : In Home Assembly
SO-71384376|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384376||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384393|1|1599.00||150.00|-150.00|1498.99|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384393||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384393||.00|-.01|.00|.00|.00|-.01|Web|Sales Discount||
SO-71384393|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71384371|1|999.00||100.00|.00|1099.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71384394|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384394||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384395|1|2199.00||199.99|-199.99|1874.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384395||.00|-325.00|.00|.00|.00|-325.00|Web|Sales Discount||
SO-71384395|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384395||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71384372|1|2199.00||199.99|.00|2398.99|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384372|1|99.00||9.99|.00|108.99|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384375|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384375||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384407|1|1599.00||150.00|.00|1589.10|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384407||.00|-159.90||||-159.90|Web|Sales Discount||
SO-71384377|1|49.99||9.99|.00|50.45|49.99|Web|005-0027|Bowflex BMI Daily Calorie Scale|Other : Catalog Sourced
SO-71384377|1|39.95||.00|.00|32.33|39.95|Web|11972|Dr. Riter's REAL-EaSE Support|Other : Catalog Sourced
SO-71384377|1|14.95||3.95|.00|16.05|14.95|Web|8001183|BFX PUSH UP BARS|Strength : Other Strength : Accessories
SO-71384377||.00|-20.00||||-20.00|Web|Sales Discount||
SO-71384378|1|699.00||69.99|-69.99|699.00|699.00|Call Center|100250|SCH AD6 Bike|Cardio : Bikes : Wind
SO-71384385|1|799.00||249.99|-249.99|799.00|799.00|Web|100327|SCH 470 Elliptical|Cardio : Ellipticals : Fixed Stride
SO-71384380|1|599.00||129.99|-129.99|549.00|599.00|Call Center|710000|BFX 1090 Dumbbell Kit|Strength : Selectorized : Weights
SO-71384380||.00|-50.00|.00|.00|.00|-50.00|Call Center|Sales Discount||
SO-71384380|1|139.00||19.99|-19.99|139.00|139.00|Call Center|100300|BFX SelectTech Stand|Strength : Selectorized : Accessories
SO-71384380|1|199.00||29.99|-29.99|199.00|199.00|Call Center|100340|BFX 4.1 Bench|Strength : Selectorized : Adjustable Benches
SO-71384381|1|999.00||100.00|.00|1099.00|999.00|Call Center|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71384381|1|159.00||.00|.00|159.00|159.00|Call Center|IHA-100358|MAX TRAINER M3 Assembly|Other : Service : In Home Assembly
SO-71384381|1|99.00||9.99|.00|108.99|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384382|1|2199.00||199.99|-199.99|1899.00|2199.00|Call Center|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384382||.00|-300.00|.00|.00|.00|-300.00|Call Center|Sales Discount||
SO-71384382|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384382||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71384384|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384384||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384409|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384432|1|999.00||100.00|.00|1099.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71384432|1|159.00||.00|.00|159.00|159.00|Web|IHA-100358|MAX TRAINER M3 Assembly|Other : Service : In Home Assembly
SO-71384400|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384400||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384403|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384403|1|99.00||9.99|-9.99|99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384413|1|349.00||.00|.00|349.00|349.00|Web|100131|BFX 552 Dumbbell Kit|Strength : Selectorized : Weights
SO-71384413|1|199.00||29.99|-29.99|199.00|199.00|Web|100340|BFX 4.1 Bench|Strength : Selectorized : Adjustable Benches
SO-71384422|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384422||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384427|1|2199.00||199.99|-199.99|1899.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384427||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71384427|1|249.00||.00|.00|249.00|249.00|Web|IHA-100341|Bowflex TC10 Assembly|Other : Service : In Home Assembly
SO-71384427|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384427||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71384428|1|29.95||4.95|-4.95|29.95|29.95|Web|8006916|BOWFLEX BODY ENERGY BOOST, PRE-WORKOUT, BERRY POMEGRANATE|Nutrition
SO-71384390|1|999.00||100.00|-100.00|999.00|999.00|Call Center|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71384391|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384391||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384396|1|7.99||7.99|.00|15.98|7.99|Web|12775|Tether  Safety  KK2731|Other : Parts
SO-71384392|1|999.00||100.00|-100.00|999.00|999.00|Call Center|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71384397|1|2199.00||199.99|-199.99|1899.00|2199.00|Call Center|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384397||.00|-300.00|.00|.00|.00|-300.00|Call Center|Sales Discount||
SO-71384397|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384397||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71384397|1|14.99||3.99|-3.99|14.99|14.99|Call Center|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SO-71384401|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384419|1|999.00||100.00|.00|1098.99|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71384419||.00|-.01|.00|.00|.00|-.01|Web|Sales Discount||
SO-71384419|1|159.00||.00|.00|159.00|159.00|Web|IHA-100358|MAX TRAINER M3 Assembly|Other : Service : In Home Assembly
SO-71384411|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384411||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384411|1|99.00||9.99|-9.99|99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384433|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384433||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384450|1|999.00||100.00|.00|1099.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71384402|1|1599.00||150.00|-150.00|1599.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384402|1|99.00||9.99|-9.99|99.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384404|1|3299.00||199.99|-199.99|2999.00|3299.00|Web|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384404||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71384404|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384404||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71384405|1|2199.00||199.99|-199.99|1874.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384405||.00|-325.00|.00|.00|.00|-325.00|Web|Sales Discount||
SO-71384405|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384405||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71384406|1|2199.00||199.99|.00|2198.99|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384406||.00|-200.00|.00|.00|.00|-200.00|Web|Sales Discount||
SO-71384408|1|1599.00||150.00|-150.00|1599.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384408|1|99.00||9.99|-9.99|99.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384410|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384410||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384412|1|14.99||8.99|-8.99|14.99|14.99|Web|001-3649|BFX Rod Rjuvnatr w mini 410 add-on|Strength : Home Gyms : Accessories
SO-71384414|1|3299.00||199.99|.00|3298.99|3299.00|Call Center|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384414||.00|-200.00|.00|.00|.00|-200.00|Call Center|Sales Discount||
SO-71384414|1|249.00||.00|.00|249.00|249.00|Call Center|IHA-100342|Bowflex TC20 Assembly|Other : Service : In Home Assembly
SO-71384414|1|99.00||9.99|.00|108.99|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384418|1|3299.00||199.99|-199.99|2999.00|3299.00|Call Center|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384418||.00|-300.00|.00|.00|.00|-300.00|Call Center|Sales Discount||
SO-71384418|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384418||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71384418|1|249.00||.00|.00|249.00|249.00|Call Center|IHA-100342|Bowflex TC20 Assembly|Other : Service : In Home Assembly
SO-71384418|1|14.99||3.99|-3.99|14.99|14.99|Call Center|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SO-71384420|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384420||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384421|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384421||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384425|1|2199.00||199.99|-199.99|1899.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384425||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71384425|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384425||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71384423|1|999.00||199.99|.00|1198.99|999.00|Call Center|100215|BFX TC5|Cardio : TreadClimber : TreadClimber
SO-71384423|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384423||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71384423|1|249.00||.00|.00|249.00|249.00|Call Center|IHA-100215|Treadclimber TC5 Assembly|Other : Service : In Home Assembly
SO-71384423|1|14.99||3.99|.00|18.98|14.99|Call Center|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SO-71384424|1|999.00||100.00|.00|999.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71384424||.00|-100.00||||-100.00|Web|Sales Discount||
SO-71384447|1|99.95||19.95|-19.95|99.95|99.95|Web|100339|BOWFLEX UPPERCUT KIT|Strength : Other Strength : UpperCut
SO-71384447|1|14.95||2.95|-2.95|14.95|14.95|Web|8001759|BOWFLEX UPPERCUT WORKOUTS DVD|Strength : Other Strength : Accessories
SO-71384426|1|1599.00||169.99|-169.99|1299.00|1599.00|Call Center|100334|BFX XTREME 2SE HOME GYM|Strength : Home Gyms : Rods
SO-71384426||.00|-300.00|.00|.00|.00|-300.00|Call Center|Sales Discount||
SO-71384426|1|99.00||9.99|-9.99|.00|99.00|Call Center|000-7262|Xtreme 60x48 Mat Boxed|Strength : Home Gyms : Accessories
SO-71384426||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71384426|1|299.00||.00|.00|299.00|299.00|Call Center|IHA-100334|Bowflex X2SE Home Gym Assembly|Other : Service : In Home Assembly
SO-71384429|1|1599.00||150.00|-150.00|1599.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384430|1|2199.00||199.99|-199.99|1874.00|2199.00|Call Center|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384430||.00|-325.00|.00|.00|.00|-325.00|Call Center|Sales Discount||
SO-71384430|1|14.99||3.99|-3.99|14.99|14.99|Call Center|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SO-71384430|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384430||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71384431|1|3299.00||199.99|-199.99|2999.00|3299.00|Call Center|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384431||.00|-300.00|.00|.00|.00|-300.00|Call Center|Sales Discount||
SO-71384431|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384431||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71384431|1|14.99||3.99|-3.99|14.99|14.99|Call Center|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SO-71384434|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384435|1|1599.00||150.00|-150.00|1499.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384435||.00|-100.00|.00|.00|.00|-100.00|Call Center|Sales Discount||
SO-71384435|1|159.00||.00|.00|159.00|159.00|Call Center|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71384435|1|99.00||9.99|-9.99|99.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384436|1|3299.00||199.99|-199.99|2999.00|3299.00|Web|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384436||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71384436|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384436||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71384437|1|2199.00||199.99|-199.99|1899.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384437||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71384437|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384437||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71384438|1|2199.00||199.99|-199.99|1899.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384438||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71384438|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384438||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71384442|1|3299.00||199.99|-199.99|2999.00|3299.00|Web|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384442||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71384442|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384442||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71384439|1|14.99||8.99|.00|23.98|14.99|Web|001-3649|BFX Rod Rjuvnatr w mini 410 add-on|Strength : Home Gyms : Accessories
SO-71384441|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384443|1|2199.00||199.99|-199.99|1899.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384443||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71384443|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384443||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71384445|1|99.00||10.99|.00|109.99|99.00|Web|95146|BFX 310# Rod Upgrade|Strength : Home Gyms : Accessories
SO-71384445|1|99.00||10.99|.00|109.99|99.00|Web|10071|Rod Pack  410# upgrade|Strength : Home Gyms : Accessories
SO-71384445|1|14.99||8.99|.00|23.98|14.99|Web|001-3649|BFX Rod Rjuvnatr w mini 410 add-on|Strength : Home Gyms : Accessories
SO-71384461|1|2199.00||199.99|-199.99|1899.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384461||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71384461|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384461||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71384446|1|1599.00||150.00|-150.00|1599.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384448|1|249.00||.00|.00|219.82|249.00|Call Center|IHA-100341|Bowflex TC10 Assembly|Other : Service : In Home Assembly
SO-71384448|1|45.00||.00|.00|39.73|45.00|Call Center|002-4638|Nautilus Pilates Ball Workout|Other : Catalog Sourced
SO-71384448|1|39.99||7.99|.00|43.30|39.99|Call Center|005-0024|Gaiam Fat-Burning BootCamp Kit|Other : Catalog Sourced
SO-71384448|1|29.99||7.99|.00|34.47|29.99|Call Center|005-0023|Gaiam Pilates Total Toning Set|Other : Catalog Sourced
SO-71384448|1|22.99||.00|.00|20.30|22.99|Call Center|002-5163|Pilates Body Circle|Other : Catalog Sourced
SO-71384448|2|39.90||.00|.00|35.23|39.90|Call Center|004-4532|NLS Duffel Bag|Other : Catalog Sourced
SO-71384448||.00|-50.00||||-50.00|Call Center|Sales Discount||
SO-71384449|1|1599.00||150.00|-150.00|1499.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384449||.00|-100.00|.00|.00|.00|-100.00|Call Center|Sales Discount||
SO-71384449|1|159.00||.00|.00|159.00|159.00|Call Center|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71384451|1|2199.00||199.99|-199.99|1874.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384451||.00|-325.00|.00|.00|.00|-325.00|Web|Sales Discount||
SO-71384451|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384451||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71384452|1|499.00||59.99|-59.99|499.00|499.00|Web|100338|SCH 270 Recumbent Bike|Cardio : Bikes : Recumbent
SO-71384465|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384465||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384465|1|99.00||9.99|-9.99|99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384465|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71384454|1|399.00||59.99|-59.99|399.00|399.00|Call Center|100337|SCH 230 Recumbent Bike|Cardio : Bikes : Recumbent
SO-71384454|1|2199.00||199.99|-199.99|1899.00|2199.00|Call Center|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384454||.00|-300.00|.00|.00|.00|-300.00|Call Center|Sales Discount||
SO-71384454|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384454||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71384459|1|3299.00||199.99|-199.99|2999.00|3299.00|Web|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384459||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71384459|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384459||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71384469|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384470|1|99.00||10.99|.00|109.99|99.00|Web|10071|Rod Pack  410# upgrade|Strength : Home Gyms : Accessories
SO-71384457|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384457||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
